"Join_Count,N,10,0","TARGET_FID,N,10,0","JOIN_FID,N,10,0","globalid,C,254","CreationDa,D","Creator,C,254","EditDate,D","Editor,C,254","Facade_Mas,N,19,11","Window_Con,N,19,11","Paint_Cond,N,19,11","Garden_Con,N,19,11","Shed,C,254","is_there_a,C,254","Additional,C,254","SymbolID,C,20","Block_ID,N,19,11","Block_Name,C,254"
1,129,40,edffefaa-56a2-45f9-8c6a-6dbcd39efa00,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,4,No,,,,3300.208,E 208th & Rochambeau Ave
1,130,40,18cc4300-7936-44b7-8a87-3a9186bd7f89,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,4,No,,,,3300.208,E 208th & Rochambeau Ave
1,131,40,61513fae-8522-4cf1-8c30-00cd5f0dabbf,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,5,4,No,,,,3300.208,E 208th & Rochambeau Ave
1,132,40,8e1abca0-2e26-41c4-8fc6-e7b2edf54699,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,4,No,,,,3300.208,E 208th & Rochambeau Ave
1,133,40,7fa0ba59-5b58-45d5-8059-b64f1fedc56a,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,5,No,,,,3300.208,E 208th & Rochambeau Ave
1,134,40,01be179e-071d-458b-8c57-40740a150547,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,5,5,No,,,,3300.208,E 208th & Rochambeau Ave
1,135,40,e294a7ae-11b7-4cd7-8127-263d4cc83b94,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,5,No,,,,3300.208,E 208th & Rochambeau Ave
1,136,40,edb02af5-fddf-4b7c-8f78-caa52e83a076,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,4,2,No,,,,3300.208,E 208th & Rochambeau Ave
1,137,40,09012e77-3f61-4565-849e-f2dc7d751aa3,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,5,No,,,,3300.208,E 208th & Rochambeau Ave
1,138,40,1d580590-d13c-49bc-8b0b-65d88826d450,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,0,No,,,,3300.208,E 208th & Rochambeau Ave
1,139,40,0b487079-bd4b-4838-8dc0-650d249167b5,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,2,5,4,4,No,,,,3300.208,E 208th & Rochambeau Ave
1,140,40,342e199b-9dfb-4dc7-8d47-b66b9be9bc17,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3300.208,E 208th & Rochambeau Ave
1,141,40,7c7bab29-fdd4-4195-8d94-76afa742db5c,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,2,4,0,4,No,,Notable damage to facade and decorative units in the front,,3300.208,E 208th & Rochambeau Ave
1,142,40,eacc699b-7f15-4c0e-8697-599c51774169,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,0,No,,,,3300.208,E 208th & Rochambeau Ave
1,143,40,6decfe52-690b-41d3-836b-682fd16e9f35,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,0,No,,,,3300.208,E 208th & Rochambeau Ave
1,144,40,1b4f3a74-84e9-4947-8610-4263a2ee3218,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,5,No,,,,3300.208,E 208th & Rochambeau Ave
1,145,124,5499c9a5-be04-4a18-8e60-e6120d5a875b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,146,124,f838d53b-9044-40f2-85cf-9a505e87c377,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,147,124,688e035b-64b4-44a0-83d7-512ebe54e3e8,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,2,4,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,148,124,3d1ffd18-9b1f-4c58-813c-51702419b0c6,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,3,0,2,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,149,124,05dac664-5d9c-4aa7-84b0-d8999a6e856b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,3,3,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,150,124,0eeeb7c5-089e-4a01-8747-a784e26a4515,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,3,0,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,151,124,fd7b014a-6047-4ce8-8e4c-e4fa68761195,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,3,3,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,152,124,222eb02a-f8c5-4879-8a3d-efe43e14cb62,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,4,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,153,124,7d333eda-645d-4d4d-833e-098915fa66f8,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,154,124,766a48b5-fa87-438f-8a1d-93bae80a7edd,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,4,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,155,124,066470be-e861-498f-814b-937426ab253e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,5,4,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,156,124,7247d06e-f698-4efe-8ce3-214e061a73df,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,157,124,2077a950-638c-44e1-85fa-d34517c9dc0e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,158,124,3fe95264-4d61-4a9e-8091-8b37c496e76a,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,3,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,159,124,d7f34894-181d-4fa7-8cf0-a911665ccd1d,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,160,124,15dfa622-ee80-478d-8d99-290686eba8e4,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,2,2,0,0,Yes,,,,3400.2,W Mosholu Parkway & Knox Place
1,161,124,086653bd-bc04-4766-84f7-3a19ec7b52ca,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,162,124,09b70db5-8ce4-4e28-8cbf-6ff9dce62abf,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,2,3,0,0,Yes,,Minimal construction with shed,,3400.2,W Mosholu Parkway & Knox Place
1,163,124,569e6195-727f-4e3f-8164-3ee4ac31e7a0,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,0,No,,,,3400.2,W Mosholu Parkway & Knox Place
1,164,123,59a4d707-9fee-4311-8b3b-70b56708b65d,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,4,0,No,,,,3400.3,W Mosholu Parkway & Gates Place
1,165,2,5c6fa575-216d-4535-8d37-0d5a8e25070e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,3,4,0,No,,,,50.1,W Mosholu Parkway Triangle
1,166,123,656f4394-0383-46ee-8db9-4aab92b58465,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,4,0,No,,,,3400.3,W Mosholu Parkway & Gates Place
1,167,2,8731dbde-0670-4641-8e50-56d8b7e116bd,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,50.1,W Mosholu Parkway Triangle
1,168,123,199826c8-bf5b-428c-8aaf-96ca11b21c1f,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,Decorative front structure not in great condition,,3400.3,W Mosholu Parkway & Gates Place
1,169,2,442876cd-c2af-4366-8438-f3d29b875844,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,50.1,W Mosholu Parkway Triangle
1,170,123,0e558b9c-6f9b-4f51-83d3-58f75699c695,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,4,0,No,,,,3400.3,W Mosholu Parkway & Gates Place
1,171,123,df329ba2-f979-44f6-8106-ae62d0f57a58,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,5,0,No,,,,3400.3,W Mosholu Parkway & Gates Place
1,172,49,4b6f0b03-db18-48d3-8042-ae009b8877a5,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,0,No,,,,50.66,W Gun Hill Road Triangle
1,173,123,7bb9a073-7400-4e92-8fab-5cebc9998320,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,2,No,,Broken decorative structures in the front,,3400.3,W Mosholu Parkway & Gates Place
1,174,49,a3d2f2dd-3eab-461c-80c2-3726814ebee6,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,2,No,,,,50.66,W Gun Hill Road Triangle
1,175,123,b932e5fc-ff1d-4420-8712-b107e2591e96,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,Broken bricks on stairway,,3400.3,W Mosholu Parkway & Gates Place
1,176,123,5f89267a-19c5-4241-86a4-873af2c46837,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,4,0,No,,,,3400.3,W Mosholu Parkway & Gates Place
1,177,123,bb78c8b8-9d92-4dec-8727-98243bf527a5,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,5,0,No,,,,3400.3,W Mosholu Parkway & Gates Place
1,178,58,d374504d-e370-48a2-8bf0-9f1637afc92b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,1,4,0,0,Yes,,,,3520.6,E Gunhill Road & DeKalb
1,179,58,6ad6d389-7e53-47c8-8dce-3cfe891c948d,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,1,No,,,,3520.6,E Gunhill Road & DeKalb
1,180,58,96f64d90-983b-43ee-88e1-e5d789125b5e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,0,No,,,,3520.6,E Gunhill Road & DeKalb
1,181,58,e8bd090c-984b-41db-8361-3fac2ebac10e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,0,No,,,,3520.6,E Gunhill Road & DeKalb
1,182,58,65c7dac7-b6cf-45c8-8cbe-eb34f3a2a0b0,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,5,0,No,,,,3520.6,E Gunhill Road & DeKalb
1,183,58,3089ba02-1e45-4f65-8ab7-ce8e393b7122,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3520.6,E Gunhill Road & DeKalb
1,184,58,44176d6f-2a3f-4aeb-8d9d-3737c3143a4c,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3520.6,E Gunhill Road & DeKalb
1,185,58,cceb8f95-71bc-4383-882a-f46603491f48,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3520.6,E Gunhill Road & DeKalb
1,186,67,bb086dd4-c949-404a-8fba-c5982f8f8d3a,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,4,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,187,58,ec07867b-b0eb-4874-8642-967b20f8254c,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,3,0,1,No,,,,3520.6,E Gunhill Road & DeKalb
1,188,58,030d5982-fc60-4095-87fb-69af0a763121,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,5,0,No,,Building looks brand new investment. Looks modern compared to pre-war surrounding building,,3520.6,E Gunhill Road & DeKalb
1,189,46,86332a27-9375-40dd-8cb2-fd97486d1e60,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3570.6,E 212 & DeKalb
1,190,46,995970de-c934-4573-80dc-b40f330f5db8,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,2,0,No,,,,3570.6,E 212 & DeKalb
1,191,46,b3243a4a-160a-4eed-801c-c1cb62881641,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,5,No,,,,3570.6,E 212 & DeKalb
1,192,46,bb700e8a-c26e-4b69-81b2-c77ac4f4a872,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,5,No,,,,3570.6,E 212 & DeKalb
1,193,46,4ca44b15-bdc6-487d-8200-6c1b376a55ca,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,0,No,,,,3570.6,E 212 & DeKalb
1,194,65,8e308a2a-38b8-4867-8601-bc59d2d6cc5f,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,213,E 213
1,195,46,aaa5affc-1f57-4893-8749-7c1a216caa47,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,3,4,0,No,,,,3570.6,E 212 & DeKalb
1,196,66,16ed3573-28a8-4125-88ab-de8a2f318a88,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,1,4,0,0,Yes,,,,3590.4,E 212 & DeKalb
1,197,65,745af682-cdc7-4172-8822-047ace96b052,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,0,No,,,,213,E 213
1,198,67,38f4ec9b-aa1f-4f64-8d52-911c014d82b0,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,3,2,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,199,67,9bb1de77-1e8b-4c33-8f47-7f1f3dab49ff,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,2,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,200,67,0868c249-a506-45e9-89cc-ca4e37405229,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,201,67,53012ff5-bda9-4c71-8d7e-4828e5379fa0,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,3,5,4,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,202,67,f120c20b-704c-4c0a-8a70-5a78e62aadf5,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,203,67,22b94c8a-7083-47f9-8183-cc734b2de31c,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,204,67,ff419c39-88bb-4cef-80a5-e2c05a5b4017,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,2,4,4,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,205,67,c4ae8b75-5b62-4273-8ef7-c642ca78c6e7,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,206,67,5505cdba-2dc4-42fe-8e96-0bc27980570e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,4,5,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,207,67,14f1aa12-eb6e-4f29-8ddb-ada466235ffc,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,2,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,208,67,26cb40e1-f5f0-400e-802d-3d84be7642df,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,209,67,896a6e9c-1249-43e5-89fd-cebff5f7d308,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,210,68,ba5a8003-34ae-4d05-885d-0ab76649fd36,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,3,0,0,No,,,,0,E Gunhill Rd & Einstein Front
1,211,67,f25f4d5e-8b91-4a50-8dc6-43a79aa50e3b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,5,No,,,,3520.5,E Gunhill Rd & Rochambeau
1,212,71,44f96fbb-7034-465a-8d9f-c3de6970bce2,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,4,No,,,,3520.4,E Gunhill Rd & Bainbridge
1,213,70,08073526-8384-47d3-8e69-c03fadf3b6c2,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,4,No,,,,3520.3,E Gunhill Rd & Wayne
0,214,-1,9a6db312-1ac7-49da-87ca-561c0c128ad8,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,5,No,,,,0,
1,215,71,7cab0fdf-132b-434b-8689-56332f811628,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,2,4,0,4,No,,,,3520.4,E Gunhill Rd & Bainbridge
1,216,71,218dfb3f-210f-484a-8851-d0b55847ae3b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,5,No,,,,3520.4,E Gunhill Rd & Bainbridge
1,217,71,efcf7924-d9b6-4528-88b6-6d4784a539fe,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,5,No,,,,3520.4,E Gunhill Rd & Bainbridge
1,218,71,1cdda871-ecc9-42ec-8d22-16eb1aa61424,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,5,No,,,,3520.4,E Gunhill Rd & Bainbridge
1,219,72,a42e8fbd-8225-4e68-80de-c3a6f974334a,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,1,3,3,2,No,,,,0,E Gunhill Rd & Wayne-Tryon
1,220,70,a0335272-f932-4bf0-8819-6a1ee21bb169,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.3,E Gunhill Rd & Wayne
1,221,70,6ac4f402-14c7-47dd-8b04-0df18568f175,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,3,3,No,,,,3520.3,E Gunhill Rd & Wayne
1,222,70,d4df6dc2-41e3-4747-81e3-69a87994bdf7,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,2,1,0,No,,,,3520.3,E Gunhill Rd & Wayne
1,223,70,114dcaf9-22f6-498c-8089-594102ba1e9d,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,5,4,No,,,,3520.3,E Gunhill Rd & Wayne
1,224,70,8c518dc2-3833-49a1-85fb-edaabc86d2c6,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.3,E Gunhill Rd & Wayne
1,225,70,59384d81-1724-4c1f-8c80-1cbf3e8ccec9,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,4,No,,,,3520.3,E Gunhill Rd & Wayne
1,226,70,43b3afa7-f91c-429d-8f13-9d93c56151b8,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,Yes,,,,3520.3,E Gunhill Rd & Wayne
1,227,70,50ee2837-b910-4d59-8e6c-a3d62033c1db,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,3,No,,,,3520.3,E Gunhill Rd & Wayne
0,228,-1,48a65b08-f525-4207-8088-9b78382242f5,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,0,
1,229,70,86524ecc-7705-48c8-8062-3b9796bb49bd,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,5,No,,,,3520.3,E Gunhill Rd & Wayne
1,230,73,fca670a1-43cb-4636-8b4d-ce5f040edcd5,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,231,73,cf085573-ed77-4e62-8476-1429e84a0b4b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,0,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,232,73,e55bbaa7-ca20-40fc-8888-9b6a1835204d,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,233,73,ace321c1-a816-45e0-8d6d-6656a5ba126a,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,4,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,234,73,88a35e46-df9c-4dc4-8d8f-6163104aa358,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,4,4,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,235,73,f8f3c132-1004-4076-8e10-523a540221e4,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,0,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,236,73,68a4196e-2def-482e-858e-10c6f8add596,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,5,5,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,237,73,39500663-8a9d-4fa6-88c5-8f0857958f33,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,0,5,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,238,73,3775ac40-3a9d-4cbb-84e6-11763e589ca7,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,5,4,5,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,239,73,ccad6345-a919-4053-8c73-72a9c61d499f,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,3,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,240,73,6c69de59-1eb9-4597-84b8-401ed8f4c773,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,2,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,241,73,4cfa5a30-fbe4-4cb5-843c-527a5b7962e3,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,4,0,3,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,242,73,dfaba59a-5a3a-4700-86aa-0207ab844c8f,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3520.2,E Gunhill Rd & Tryon Place
1,243,74,6c5e38ed-9e16-4568-8e40-a7d0647b426e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3540.1,E Gunhill Rd & King's College Place
1,244,74,68772a77-36f3-44a3-8ac9-677f5dddef3e,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3540.1,E Gunhill Rd & King's College Place
1,245,83,24200236-b76f-4253-8a27-4affddc75f27,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,0,No,,,,0,Tryon & Williamsbridge
1,246,74,67cc9399-651c-4858-8f23-eda755dc8ba8,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,4,5,No,,,,3540.1,E Gunhill Rd & King's College Place
1,247,85,3fb2c6eb-554d-40a8-82de-20dbdb702ce2,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,Yes,,,,0,Reservoir Pl & Williamsbridge Oval
1,248,74,8c0ab38d-011d-499f-8e17-38ca43295bae,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,5,5,No,,,,3540.1,E Gunhill Rd & King's College Place
1,249,75,535c1b6e-d3d6-4871-8890-f3f78a6a8cc2,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,4,No,,,,0,E 211 Corner
0,250,-1,62eb7c33-fd81-43b0-83ab-91861c3da57b,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,0,
1,251,76,4e9ce4fd-3704-4702-81c0-ff545d3cc285,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,0,No,,,,0,E Gunhill Rd & Putnam - Perry
1,252,76,731e72eb-7db9-40ce-8ecb-b94e8071e711,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,0,E Gunhill Rd & Putnam - Perry
1,253,14,8b40d71d-a445-43fb-80aa-0be0f334c7ca,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,4,4,0,0,No,,,,3500.03,East Gun Hill & Perry
1,254,14,0f3d8cb7-c33c-4212-8ad9-84d97b3de302,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,4,0,0,No,,,,3500.03,East Gun Hill & Perry
1,255,14,ae2c3b9e-c9a6-4826-8525-0f5e2fb014f7,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,3,3,0,0,No,,,,3500.03,East Gun Hill & Perry
1,256,14,dc69e353-c80a-47f8-80ec-d9328676f93d,04/16/2022,ar8618_Bard1,04/16/2022,ar8618_Bard1,5,5,0,0,No,,,,3500.03,East Gun Hill & Perry
